id	status	priority	kind	title	evidence
personalization-D7	PARTIAL	high	research-insight	Brazil is a stablecoin market (~90% of Brazilian crypto volume) — payments integration is THE locally-monetizable skill (figures per corr-2 dating rul	Catalog half is done: courses-academy live catalog is C2-C5 with C5 = stablecoin-agentic-payments as the path terminus (lessons incl. pay-the-402-programmatically, meter-an-endpoint-with-x402, payment-rails-decision-map); defi-on-solana retired (#711, #713, #7
personalization-D8	SUPERSEDED	medium	research-insight	AI-x-crypto is the fastest new demand wedge and TypeScript-first (Agent Kit 95k+ downloads, 454-submission hackathon, live agent bounties)	Unified spec #593 item 26 reversed this on validation: CAT-03 CONFIRMED AI-agent bounties are ~$53/competitor at median 91 submissions ('the worst on the board') → 'No standalone AI-agents course. Agents live as one fenced payments lesson in C5' (shipped: C5 l
personalization-D9	DONE	medium	decision	Pinocchio is an elite niche; Anchor remains the hiring default — no Pinocchio course at launch, later advanced/performance module aligned with the pla	No Pinocchio learner course exists: courses-academy /courses contains only rust-for-program-devs, building-your-first-solana-program, dapp-and-sdk-with-kit, stablecoin-agentic-payments. Unified spec #593 line 183 (LAU-19 CONFIRMED): 'No Pinocchio course at lau
personalization-D10	DONE	medium	research-insight	Token-2022 extensions and security are the two highest-premium teachable scarce skills; generic 'deploy an SPL token' work is rate-floor saturated	defi-on-solana retired outright with only token-standards salvaged into C5 L2 (unified spec item 19 disposition table; retirement executed via #711/#713/#795, all CLOSED). C5 has lesson token-or-token-2022; C3 has harden-the-vault (the security thread — spec: 
personalization-D11	PARTIAL	high	research-insight	Brazil's edge is market/payments adoption + PT-BR delivery, NOT dev density (growth is Asia-led); basics won't differentiate — proof-of-work (deploys,	Proof-of-work marketing shipped: landing copy (en.json 'landing') is 'Learn Solana by building it' / 'Ship real code' / 'Hold the proof' / 'mint a soulbound credential NFT... Superteam Earn bounties are the next step' — no 'learn Solana basics' framing. Native
personalization-C1	DONE	high	research-insight	Education survives only as a funnel for something else (Cyfrin→CodeHawks analog) — Earn is our funnel terminus; cite Cyfrin numbers only as 'self-repo	Earn terminus shipped: #553 (Earn handoff card at post-mint moment) CLOSED, component exists at apps/web/src/components/certificates/earn-handoff-card.tsx (+tests); C5's final lesson is submit-and-what-you-built (explicit Earn submission step); #559 (capstone 
personalization-C2	DONE	high	research-insight	Protocol deep-dives are advanced/endgame content at every comp; the deep-Solana catalog slot is genuinely open — launch there, not at deep-DeFi	No protocol deep-dive content in launch scope: live catalog is C2-C5 (Rust core, first program, dApp/SDK, stablecoin payments — full lesson listings checked); unified spec #593 concessions: 'No Blueshift depth lane... no protocol deep-dives, no ZK'. (C5's writ
personalization-C3	SUPERSEDED	low	research-insight	A free mega-course is a common (not universal) acquisition engine — consider a long-form PT-BR YouTube cut of the flagship path, hedged	Master spec D-10 recorded it as a hedged marketing asset outside product scope ('this spec takes no position'; 2026-07-25-launch-experience-master-spec.md:383), and the unified spec #593 'Dropped DELIBERATELY' section states: 'The PT-BR long-form YouTube cut (
personalization-C4	SUPERSEDED	high	content-item	RareSkills abandons segments 1 and 3 (requires EVM/Solidity) — differentiate anchor-framework as JS/TS-first, no Solidity assumed, and say it out loud	anchor-framework was retired outright, no successor — its 3 prose lessons merged into C3 (unified spec item 19 disposition table; #712 CLOSED 'C3 16→15 KEEP + anchor-framework merge'; #713/#795 CLOSED executed the retirement; no anchor-framework directory exis
personalization-C5	PARTIAL	high	research-insight	Ackee's 13% mentored-cohort completion is the CEILING, not the target — self-paced will be far lower; validated credential shape = deploy-an-original-	Targets set correctly: #593 R6 'Completion reality' plans ~5% artifact production, explicitly below the 13% mentored ceiling (LAU-20 CONFIRMED as ceiling, PED-20 3.13% free-async floor), and warns against strategy reversal on small launch numbers. Ackee-shaped
personalization-C6	NOT-DONE	high	research-insight	Beginner web2 demand out-enrolls web3 flagships even on web3 platforms (Alchemy Learn JavaScript 35K > Ethereum flagship 28K) — the JS/TS entry rung i	No JS/TS entry rung in the live catalog: courses-academy contains only C2-C5 (C2 rust-for-program-devs is the current entry rung). #579 'JS/TS entry-rung course' is OPEN (P2, no progress found); #673 (C1 solana-for-web-devs, the JS/TS on-ramp) is OPEN; learner
personalization-C7	DONE	medium	process-rule	Breadth+gamification wins vanity signups but publishes zero competence outcomes — don't chase module count	#593 fixes the KPI as 'capstone deploys + Earn submissions, not signups (MAS-29 CONFIRMED)' with north star 'weekly return of previously-active learners' (lines 105-106), and the LAU-23 row rules 'Launch a polished spine + a dated fast-follow cadence. Do not c
personalization-C8	DONE	launch-critical	research-insight	MOOC 15x completion gap (3% drop-ins vs 46–50% committed) means commitment devices are the whole retention game; first-lesson activation deserves flag	Lesson-1 activation was critical-path work: #562 CLOSED (landing CTA deep-links anonymously into flagship lesson 1, 'authored to be read cold' per #593 item 38/§Wave notes), #556/#567 CLOSED (anonymous enroll + Later affordance + local progress banking, O-4 ba
personalization-C9	PARTIAL	high	process-rule	Route beginners through JS/TS first; never market 'learn to code via Solana/Rust' (prohibition survives per corr-3 on reward-capture grounds)	The prohibition holds in marketing: landing copy has no learn-to-code-via-Rust framing (it targets people who build; 'Learn Solana by building it'), and #593 keeps 'never market learn-to-code-via-Rust' (LAU-22 row) while striking only the 'no surveyed platform
personalization-C10	PARTIAL	high	research-insight	The moat is original + current PT-BR content — incumbent PT-BR material is stale 2022 translations	Shipped: full native PT-BR UI locale (pt-BR.json, Brazil-native copy), #580 CLOSED with the content-i18n mechanism design (docs/superpowers/specs/2026-07-27-content-i18n-mechanism.md), and #593 19c keeps the per-course PT-BR-first localization plan with transl
personalization-C11	PARTIAL	high	research-insight	Nobody launches wide: launch = polished spine + 2 satellites; flagship 20–40h; public dated post-launch cadence is itself marketing	Narrow-launch discipline adopted and executed: launch = one polished sequential spine (C2-C5 live, C1 in authoring), five old courses retired (#713/#795), C3 flagship sized 15 lessons; #593 LAU-23 row: 'Launch a polished spine + a dated fast-follow cadence.' |
personalization-A-screen0	SUPERSEDED	launch-critical	build-item	Landing CTA 'Start learning' drops the visitor into the intake, not a catalog grid — no email, no wallet	The plan of record (#593 item 38, executed as #562 CLOSED) replaced 'CTA → intake' with 'landing CTA deep-links straight into flagship lesson 1 — one click, no auth modal (anonymous access works; auth deferred to first completion attempt)' — implemented in app
personalization-A-screen1	PARTIAL	launch-critical	build-item	Screen 1: tap-only 3-option experience fork phrased as verifiable history (builds web apps / ships web3 / new to programming) that sets entry course, 	Shipped via #566 (CLOSED): /start screen 1 is a tap-only 3-option fork phrased as verifiable history (js_ts/web3/new — 'have you shipped X', never self-rating; apps/web/src/lib/onboarding/intake.ts EXPERIENCE_TO_SEGMENT), deterministically mapping to segments 
personalization-A-screen2	DONE	high	build-item	Screen 2: tap-only 3-option goal question consumed ONLY by framing/quest/notification copy, never by curriculum	#566 CLOSED: GOAL_OPTIONS 3 tap options job/build/explore (intake.ts:116-133); learner-segment.ts documents GoalId "consumed as path-page framing copy (GOAL_FRAMING_KEY) — never as routing or anything reward-bearing"; curriculum untouched
personalization-A-screen3	PARTIAL	high	build-item	Screen 3: optional skippable value-relevance micro-prompt with tappable chips (career, family income, building for Brazil) — locale-gated rollout	Optional skippable chips screen shipped (#566; intake.ts:50-71) but as interest-area multi-select (defi/nfts/payments/gaming/infra/ai) consumed only by the funnel event — not the value-relevance reflection (career/family/Brazil), and no locale-gated A/B (S5 leg absent)
personalization-A-screen4	PARTIAL	high	build-item	Screen 4: daily-goal picker (1 vs 3 lessons/day) wired to existing daily-quest targets, streak thresholds, and notification timing	Picker shipped wired to REAL quest targets: dailyGoalOptionsFromQuests derives options from daily lesson-quest targets (intake.ts:147-190), persisted profiles.daily_goal (CHECK 1..20). Notification-timing leg missing — no send channel exists (registry: planning-prompt v1 display-only)
personalization-A-pathpage	DONE	launch-critical	build-item	Post-intake 'Your path' page: one default linear path per segment from paths/ content, single highlighted start-here card, secondary 'Browse all' link	components/course/paths-view.tsx: sequenced path, one highlighted start-here card + secondary "Browse all courses" escape (lines 51, 106-119), per-segment modality fixed/guided-skip/open (learner-segment.ts SEGMENT_PATH_MODALITY); /start accept deep-links into the entry lesson
personalization-A-signup	DONE	launch-critical	build-item	Delayed signup at first-XP moment ('Sign in to claim your XP', SIWS or Google) with a 'Later' escape that banks progress locally	O-4 RATIFIED 2026-07-27 on #562: anonymous progress banked locally, claimed on sign-in. #567 CLOSED (Later affordance + localStorage banking), #562 CLOSED (deep-link), replay-on-signin exempts #459 gates by construction; E2E #819 CLOSED covers the full journey
personalization-A-plan	PARTIAL	high	build-item	End-of-first-session implementation-intention prompt: two taps, 'When will you do your next lesson?' (day+time) that becomes the notification slot	Prompt shipped: #582 CLOSED, trackNextLessonPlanCommitted(day) (events.ts:234); registry planning-prompt row preregisters the S4 null. Missing leg: "becomes the notification slot" — v1 is explicitly display-only, no notification/delivery channel exists
personalization-A-segmap	DONE	launch-critical	build-item	Segment→guidance mapping: seg 3 fixed lesson-by-lesson path + rung 0; seg 1 path with visible per-course skip-ahead + rung 1; seg 2 open access + reco	Live: SEGMENT_PATH_MODALITY {3:fixed, 1:guided-skip, 2:open} per S9 + SEGMENT_ENTRY_COURSE (learner-segment.ts:96-108); entries remapped to the live 5-course catalog by #794 (1/3→C2, 2→C3); ladder rungs #577, test-out #578, guidance modality #586 all CLOSED
personalization-A-testout	DONE	high	build-item	Segment-2 test-out: skip solana-fundamentals via a 10-question course challenge as an OFFER not a gate; passing awards lesson XP retroactively so skip	#578 CLOSED: lib/courses/test-out.ts ("an OFFER, not a gate"; retroactive lesson XP with hard abuse ceiling, lines 11/45), /api/courses/test-out route, test-out-challenge.tsx + courses/[slug]/test-out page; registry test-out-visibility row (E5). Target course tracks the live catalog (fundamentals retired)
